path,subject,exercise,quality,view,split
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_014_push_up_bad_front.mp4,014,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_015_push_up_bad_front.mp4,015,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_016_push_up_bad_front.mp4,016,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_017_push_up_bad_front.mp4,017,push_up,bad,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_018_push_up_bad_front.mp4,018,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_019_push_up_bad_front.mp4,019,push_up,bad,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_020_push_up_bad_front.mp4,020,push_up,bad,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_021_push_up_bad_front.mp4,021,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_022_push_up_bad_front.mp4,022,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_023_push_up_bad_front.mp4,023,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\front\subject_024_push_up_bad_front.mp4,024,push_up,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_001_push_up_bad_side.mp4,001,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_002_push_up_bad_side.mp4,002,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_003_push_up_bad_side.mp4,003,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_004_push_up_bad_side.mp4,004,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_005_push_up_bad_side.mp4,005,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_006_push_up_bad_side.mp4,006,push_up,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_007_push_up_bad_side.mp4,007,push_up,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_008_push_up_bad_side.mp4,008,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_009_push_up_bad_side.mp4,009,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_010_push_up_bad_side.mp4,010,push_up,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_011_push_up_bad_side.mp4,011,push_up,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_012_push_up_bad_side.mp4,012,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_013_push_up_bad_side.mp4,013,push_up,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_014_push_up_bad_side.mp4,014,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_015_push_up_bad_side.mp4,015,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_016_push_up_bad_side.mp4,016,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_017_push_up_bad_side.mp4,017,push_up,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_018_push_up_bad_side.mp4,018,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_019_push_up_bad_side.mp4,019,push_up,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_020_push_up_bad_side.mp4,020,push_up,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_021_push_up_bad_side.mp4,021,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_022_push_up_bad_side.mp4,022,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_023_push_up_bad_side.mp4,023,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\bad\side\subject_024_push_up_bad_side.mp4,024,push_up,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_001_push_up_good_diagonal.mp4,001,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_002_push_up_good_diagonal.mp4,002,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_003_push_up_good_diagonal.mp4,003,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_004_push_up_good_diagonal.mp4,004,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_005_push_up_good_diagonal.mp4,005,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_006_push_up_good_diagonal.mp4,006,push_up,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_007_push_up_good_diagonal.mp4,007,push_up,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_008_push_up_good_diagonal.mp4,008,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_009_push_up_good_diagonal.mp4,009,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_010_push_up_good_diagonal.mp4,010,push_up,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_011_push_up_good_diagonal.mp4,011,push_up,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_012_push_up_good_diagonal.mp4,012,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_013_push_up_good_diagonal.mp4,013,push_up,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_024_push_up_good_diagonal.mp4,024,push_up,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_001_push_up_good_front.mp4,001,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_002_push_up_good_front.mp4,002,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_003_push_up_good_front.mp4,003,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_004_push_up_good_front.mp4,004,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_005_push_up_good_front.mp4,005,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_006_push_up_good_front.mp4,006,push_up,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_007_push_up_good_front.mp4,007,push_up,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_008_push_up_good_front.mp4,008,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_009_push_up_good_front.mp4,009,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_010_push_up_good_front.mp4,010,push_up,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_011_push_up_good_front.mp4,011,push_up,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_012_push_up_good_front.mp4,012,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_013_push_up_good_front.mp4,013,push_up,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_014_push_up_good_front.mp4,014,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_015_push_up_good_front.mp4,015,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_016_push_up_good_front.mp4,016,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_017_push_up_good_front.mp4,017,push_up,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_018_push_up_good_front.mp4,018,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_019_push_up_good_front.mp4,019,push_up,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_020_push_up_good_front.mp4,020,push_up,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_021_push_up_good_front.mp4,021,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_022_push_up_good_front.mp4,022,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_023_push_up_good_front.mp4,023,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\front\subject_024_push_up_good_front.mp4,024,push_up,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_001_push_up_good_side.mp4,001,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_002_push_up_good_side.mp4,002,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_003_push_up_good_side.mp4,003,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_004_push_up_good_side.mp4,004,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_005_push_up_good_side.mp4,005,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_006_push_up_good_side.mp4,006,push_up,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_007_push_up_good_side.mp4,007,push_up,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_008_push_up_good_side.mp4,008,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_009_push_up_good_side.mp4,009,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_010_push_up_good_side.mp4,010,push_up,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_011_push_up_good_side.mp4,011,push_up,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_012_push_up_good_side.mp4,012,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_013_push_up_good_side.mp4,013,push_up,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_014_push_up_good_side.mp4,014,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_015_push_up_good_side.mp4,015,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_016_push_up_good_side.mp4,016,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_017_push_up_good_side.mp4,017,push_up,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_018_push_up_good_side.mp4,018,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_019_push_up_good_side.mp4,019,push_up,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_020_push_up_good_side.mp4,020,push_up,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_021_push_up_good_side.mp4,021,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_022_push_up_good_side.mp4,022,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_023_push_up_good_side.mp4,023,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\side\subject_024_push_up_good_side.mp4,024,push_up,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_001_squat_bad_diagonal.mp4,001,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_002_squat_bad_diagonal.mp4,002,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_003_squat_bad_diagonal.mp4,003,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_004_squat_bad_diagonal.mp4,004,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_005_squat_bad_diagonal.mp4,005,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_006_squat_bad_diagonal.mp4,006,squat,bad,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_007_squat_bad_diagonal.mp4,007,squat,bad,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_008_squat_bad_diagonal.mp4,008,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_009_squat_bad_diagonal.mp4,009,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_010_squat_bad_diagonal.mp4,010,squat,bad,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_011_squat_bad_diagonal.mp4,011,squat,bad,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_012_squat_bad_diagonal.mp4,012,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_013_squat_bad_diagonal.mp4,013,squat,bad,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_014_squat_bad_diagonal.mp4,014,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_015_squat_bad_diagonal.mp4,015,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_016_squat_bad_diagonal.mp4,016,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_017_squat_bad_diagonal.mp4,017,squat,bad,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_018_squat_bad_diagonal.mp4,018,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_019_squat_bad_diagonal.mp4,019,squat,bad,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_020_squat_bad_diagonal.mp4,020,squat,bad,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_021_squat_bad_diagonal.mp4,021,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_022_squat_bad_diagonal.mp4,022,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_023_squat_bad_diagonal.mp4,023,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_024_squat_bad_diagonal.mp4,024,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\diagonal\subject_026_squat_bad_diagonal.mp4,026,squat,bad,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_001_squat_bad_front.mp4,001,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_002_squat_bad_front.mp4,002,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_003_squat_bad_front.mp4,003,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_004_squat_bad_front.mp4,004,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_005_squat_bad_front.mp4,005,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_006_squat_bad_front.mp4,006,squat,bad,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_007_squat_bad_front.mp4,007,squat,bad,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_008_squat_bad_front.mp4,008,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_009_squat_bad_front.mp4,009,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_010_squat_bad_front.mp4,010,squat,bad,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_011_squat_bad_front.mp4,011,squat,bad,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_012_squat_bad_front.mp4,012,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_013_squat_bad_front.mp4,013,squat,bad,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_014_squat_bad_front.mp4,014,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_015_squat_bad_front.mp4,015,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_016_squat_bad_front.mp4,016,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_017_squat_bad_front.mp4,017,squat,bad,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_018_squat_bad_front.mp4,018,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_019_squat_bad_front.mp4,019,squat,bad,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_020_squat_bad_front.mp4,020,squat,bad,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_021_squat_bad_front.mp4,021,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_022_squat_bad_front.mp4,022,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_023_squat_bad_front.mp4,023,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_024_squat_bad_front.mp4,024,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\front\subject_026_squat_bad_front.mp4,026,squat,bad,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_001_squat_bad_side.mp4,001,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_002_squat_bad_side.mp4,002,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_003_squat_bad_side.mp4,003,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_004_squat_bad_side.mp4,004,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_005_squat_bad_side.mp4,005,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_006_squat_bad_side.mp4,006,squat,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_007_squat_bad_side.mp4,007,squat,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_008_squat_bad_side.mp4,008,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_009_squat_bad_side.mp4,009,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_010_squat_bad_side.mp4,010,squat,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_011_squat_bad_side.mp4,011,squat,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_012_squat_bad_side.mp4,012,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_013_squat_bad_side.mp4,013,squat,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_014_squat_bad_side.mp4,014,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_015_squat_bad_side.mp4,015,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_016_squat_bad_side.mp4,016,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_017_squat_bad_side.mp4,017,squat,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_018_squat_bad_side.mp4,018,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_019_squat_bad_side.mp4,019,squat,bad,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_020_squat_bad_side.mp4,020,squat,bad,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_021_squat_bad_side.mp4,021,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_022_squat_bad_side.mp4,022,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_023_squat_bad_side.mp4,023,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_024_squat_bad_side.mp4,024,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\bad\side\subject_026_squat_bad_side.mp4,026,squat,bad,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_001_squat_good_diagonal.mp4,001,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_002_squat_good_diagonal.mp4,002,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_003_squat_good_diagonal.mp4,003,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_004_squat_good_diagonal.mp4,004,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_005_squat_good_diagonal.mp4,005,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_006_squat_good_diagonal.mp4,006,squat,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_007_squat_good_diagonal.mp4,007,squat,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_008_squat_good_diagonal.mp4,008,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_009_squat_good_diagonal.mp4,009,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_010_squat_good_diagonal.mp4,010,squat,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_011_squat_good_diagonal.mp4,011,squat,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_012_squat_good_diagonal.mp4,012,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_013_squat_good_diagonal.mp4,013,squat,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_014_squat_good_diagonal.mp4,014,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_015_squat_good_diagonal.mp4,015,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_016_squat_good_diagonal.mp4,016,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_017_squat_good_diagonal.mp4,017,squat,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_018_squat_good_diagonal.mp4,018,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_019_squat_good_diagonal.mp4,019,squat,good,diagonal,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_020_squat_good_diagonal.mp4,020,squat,good,diagonal,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_021_squat_good_diagonal.mp4,021,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_022_squat_good_diagonal.mp4,022,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_023_squat_good_diagonal.mp4,023,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_024_squat_good_diagonal.mp4,024,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\diagonal\subject_026_squat_good_diagonal.mp4,026,squat,good,diagonal,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_001_squat_good_front.mp4,001,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_002_squat_good_front.mp4,002,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_003_squat_good_front.mp4,003,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_004_squat_good_front.mp4,004,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_005_squat_good_front.mp4,005,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_006_squat_good_front.mp4,006,squat,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_007_squat_good_front.mp4,007,squat,good,front,val
