image,video,subject,exercise,split,frame
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_004_bicep_curl_good_side_frame_000394.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_004_bicep_curl_good_side.mp4,004,bicep_curl,train,394
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_004_bicep_curl_good_side_frame_000429.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_004_bicep_curl_good_side.mp4,004,bicep_curl,train,429
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000049.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,49
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000084.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,84
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000120.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,120
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000155.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,155
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000191.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,191
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000227.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,227
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000262.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,262
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000298.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,298
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000334.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,334
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000369.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,369
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000405.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,405
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_005_bicep_curl_good_side_frame_000441.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_005_bicep_curl_good_side.mp4,005,bicep_curl,train,441
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000049.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,49
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000084.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,84
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000120.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,120
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000156.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,156
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000191.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,191
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000227.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,227
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000263.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,263
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000299.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,299
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000334.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,334
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000370.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,370
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000406.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,406
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_006_bicep_curl_good_side_frame_000442.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_006_bicep_curl_good_side.mp4,006,bicep_curl,val,442
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,47
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000081.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,81
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000115.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,115
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000149.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,149
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000184.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,184
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000218.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,218
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000252.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,252
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000286.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,286
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000321.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,321
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000355.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,355
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000389.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,389
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_007_bicep_curl_good_side_frame_000424.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_007_bicep_curl_good_side.mp4,007,bicep_curl,val,424
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000049.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,49
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000084.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,84
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000120.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,120
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000156.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,156
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000192.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,192
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000228.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,228
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000263.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,263
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000299.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,299
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000335.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,335
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000371.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,371
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000407.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,407
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_008_bicep_curl_good_side_frame_000443.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_008_bicep_curl_good_side.mp4,008,bicep_curl,train,443
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,47
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000081.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,81
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000115.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,115
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000149.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,149
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000184.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,184
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000218.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,218
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000252.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,252
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000286.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,286
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000321.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,321
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000355.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,355
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000389.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,389
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_009_bicep_curl_good_side_frame_000424.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_009_bicep_curl_good_side.mp4,009,bicep_curl,train,424
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,47
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000081.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,81
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000115.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,115
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000150.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,150
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000184.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,184
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000219.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,219
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000253.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,253
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000288.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,288
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000322.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,322
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000357.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,357
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000391.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,391
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_010_bicep_curl_good_side_frame_000426.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_010_bicep_curl_good_side.mp4,010,bicep_curl,test,426
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000048.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,48
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000083.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,83
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000118.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,118
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000153.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,153
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000188.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,188
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000223.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,223
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000258.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,258
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000293.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,293
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000328.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,328
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000363.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,363
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000398.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,398
C:\GymProject\prepared\exercise_type_v1\val\bicep_curl\subject_011_bicep_curl_good_side_frame_000433.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_011_bicep_curl_good_side.mp4,011,bicep_curl,val,433
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000049.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,49
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000084.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,84
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000120.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,120
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000155.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,155
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000191.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,191
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000227.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,227
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000262.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,262
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000298.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,298
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000334.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,334
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000369.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,369
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000405.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,405
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_012_bicep_curl_good_side_frame_000441.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_012_bicep_curl_good_side.mp4,012,bicep_curl,train,441
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,47
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000081.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,81
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000115.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,115
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000149.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,149
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000184.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,184
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000218.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,218
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000252.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,252
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000286.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,286
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000321.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,321
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000355.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,355
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000389.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,389
C:\GymProject\prepared\exercise_type_v1\test\bicep_curl\subject_013_bicep_curl_good_side_frame_000424.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_013_bicep_curl_good_side.mp4,013,bicep_curl,test,424
C:\GymProject\prepared\exercise_type_v1\train\bicep_curl\subject_014_bicep_curl_good_side_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\bicep_curl\good\side\subject_014_bicep_curl_good_side.mp4,014,bicep_curl,train,45
